Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name	Mouse gene stable ID	Mouse chromosome/scaffold name	Mouse chromosome/scaffold start (bp)	Mouse chromosome/scaffold end (bp)	Mouse gene name
ENSG00000276392	53892	63388	KIR2DL5A	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1					
ENSG00000295608	40910164	40940298		18					
ENSG00000295614	22503042	22583220		18					
ENSG00000277193	37592	52028	KIR2DS3	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1					
ENSG00000275421	21201	35215	KIR2DS1	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1					
ENSG00000295669	79085386	79087163		18					
ENSG00000295676	14429156	14431335		18					
ENSG00000267628	79253572	79254907		18					
ENSG00000225196	12220794	12221109	RPL10P17	1					
ENSG00000278758	2084	18878	KIR3DL2	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1					
ENSG00000295799	62434122	62438075		18					
ENSG00000260302	12739486	12776143	LINC01882	18					
ENSG00000162444	9997206	10016021	RBP7	1	ENSMUSG00000028996	4	149534144	149539435	Rbp7
ENSG00000130023	169751622	169781600	ERMARD	6	ENSMUSG00000116953	17	15198730	15211834	Ermardl2
ENSG00000130023	169751622	169781600	ERMARD	6	ENSMUSG00000036552	17	15261470	15310306	Ermard
ENSG00000130023	169751622	169781600	ERMARD	6	ENSMUSG00000116895	17	15230438	15242711	Ermardl1
ENSG00000133265	55262223	55280381	HSPBP1	19	ENSMUSG00000063802	7	4663520	4688067	Hspbp1
ENSG00000276804	931032	955028	NLRP7	HSCHR19LRC_LRC_J_CTG3_1					
ENSG00000279625	22364630	22366482		1					
ENSG00000282011	49018	50972		HSCHR16_3_CTG1					
ENSG00000180758	9100305	9129102	GPR157	1	ENSMUSG00000047875	4	150171822	150190384	Gpr157
ENSG00000293256	2652168	2655870		18					
ENSG00000276726	128128	159098	DNAJA3	HSCHR16_3_CTG1					
ENSG00000295895	2655228	2655547		18					
ENSG00000295987	2647165	2650756		18					
ENSG00000265752	23957746	23982644	LINC02958	18					
ENSG00000264745	23987749	24015521	TTC39C-AS1	18					
ENSG00000184677	22428838	22531157	ZBTB40	1	ENSMUSG00000060862	4	136707043	136776112	Zbtb40
ENSG00000296053	78813623	78814906		18					
ENSG00000296058	58460416	58518300		18					
ENSG00000296067	22462719	22464939		18					
ENSG00000266554	14946267	14974215	LINC01443	18					
ENSG00000288613	722828	728264		HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000276066	15200	38320	VSTM1	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000296284	68216428	68218236		18					
ENSG00000264301	14964260	14983306	LINC01444	18					
ENSG00000296312	14947464	14950956		18					
ENSG00000260552	36179991	36187475	COSMOC	18					
ENSG00000275086	81433	90168	TFPT	HSCHR19LRC_LRC_J_CTG3_1					
ENSG00000296338	28112235	28113056		18					
ENSG00000296357	79763956	79767103		18					
ENSG00000296393	69366328	69400518		18					
ENSG00000151923	119571802	119597029	TIAL1	10	ENSMUSG00000030846	7	128041501	128063441	Tial1
ENSG00000296412	69391416	69400377		18					
ENSG00000286890	36415474	36424251		18					
ENSG00000296489	58600701	58624928		18					
ENSG00000258609	57054558	57072119	LINC-ROR	18					
ENSG00000274894	89903	106263	PRPF31	HSCHR19LRC_LRC_J_CTG3_1					
ENSG00000296523	8686870	8691652		18					
ENSG00000293262	14477955	14499415		18					
ENSG00000100997	25294742	25390835	ABHD12	20	ENSMUSG00000032046	2	150674413	150746661	Abhd12
ENSG00000296608	67011869	67026893		18					
ENSG00000296640	64194565	64196696		18					
ENSG00000296646	78238709	78243695		18					
ENSG00000296678	11830890	11859831		18					
ENSG00000296872	12377676	12403700		18					
ENSG00000296949	40029242	40031691		18					
ENSG00000296998	9912933	9913888		18					
ENSG00000278911	75103587	75110053		18					
ENSG00000297020	25038000	25042724		18					
ENSG00000235555	49275119	49275420	SUMO1P4	19					
ENSG00000264015	77421501	77614496		18					
ENSG00000153976	13494032	13601929	HS3ST3A1	17	ENSMUSG00000047759	11	64326158	64413667	Hs3st3a1
ENSG00000274708	254	360	U6	HSCHR19KIR_T7526_BDEL_HAP_CTG3_1					
ENSG00000221698	13543529	13543646	MIR548H3	17					
ENSG00000265494	13909231	13911212		17					
ENSG00000266744	13957748	13966952		17					
ENSG00000297024	44625847	44641770		18					
ENSG00000063127	49289638	49325215	SLC6A16	19	ENSMUSG00000094152	7	44890509	44922791	Slc6a16
ENSG00000265552	25055600	25056760		18					
ENSG00000221273	64368602	64368703	MIR1237	11					
ENSG00000297039	75108161	75110683		18					
ENSG00000231492	64420311	64432670		11					
ENSG00000006695	14069490	14231736	COX10	17	ENSMUSG00000042148	11	63853453	63970294	Cox10
ENSG00000297044	10702549	10704186		18					
ENSG00000297056	56247830	56265493		18					
ENSG00000232500	64500846	64505386		11					
ENSG00000230353	106288803	106289053	RPS21P2	2					
ENSG00000297062	70599628	70732696		18					
ENSG00000237363	64531044	64532970		11					
ENSG00000238065	140898423	140899106	LRRC57P1	2					
ENSG00000146757	65373799	65401136	ZNF92	7	ENSMUSG00000058246	13	67979225	67992154	Krbox5
ENSG00000273642	77273	81393	NDUFA3	HSCHR19LRC_LRC_J_CTG3_1					
ENSG00000275513	166114	178131	KIR3DL3	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000263417	70630507	70670885	GTSCR1	18					
ENSG00000164296	149993118	150000654	TIGD6	5					
ENSG00000152127	134119983	134454621	MGAT5	2	ENSMUSG00000036155	1	127132752	127416073	Mgat5
ENSG00000168065	64555690	64572875	SLC22A11	11					
ENSG00000275843	972807	1008663	NLRP2	HSCHR19LRC_LRC_J_CTG3_1					
ENSG00000234040	68626870	68627187	RPL10P12	12					
ENSG00000257586	38994803	38996882		12					
ENSG00000297100	70732338	70784012		18					
ENSG00000256810	131029110	131035487		12					
ENSG00000297118	70659246	70659502		18					
ENSG00000263745	1883253	2489426		18					
ENSG00000257444	107271394	107271846	SETP7	12					
ENSG00000258288	101963901	101964340	NENFP2	12					
ENSG00000258225	78052181	78091737		12					
ENSG00000113716	150000046	150053142	HMGXB3	5	ENSMUSG00000024622	18	61264349	61310122	Hmgxb3
ENSG00000241556	95467397	95467861	RPL29P26	12					
ENSG00000285833	11500803	11502016		1					
ENSG00000187260	151375909	151410727	WDR86	7	ENSMUSG00000055235	5	24916736	24935725	Wdr86
ENSG00000182870	132196372	132329589	GALNT9	12	ENSMUSG00000033316	5	110692221	110769246	Galnt9
ENSG00000260537	70299194	70372582		16					
ENSG00000274438	149814	164109	KIR2DS2	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000274638	945270	981126	NLRP2	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000275914	133429	147923		HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000275436	121973	131453		HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000248696	150014785	150015154		5					
ENSG00000241907	150021567	150021921	RPS20P4	5					
ENSG00000131697	5862811	5992473	NPHP4	1	ENSMUSG00000039577	4	152561163	152647640	Nphp4
ENSG00000202406	112288623	112288952	RN7SKP187	7	ENSMUSG00002076149	17	46714801	46715124	Gm55801
ENSG00000230999	112372647	112373729	MTND5P8	7					
ENSG00000232922	112373733	112374250	MTND6P24	7					
ENSG00000252305	14177131	14177310	SNORA74	17					
ENSG00000168872	70346861	70373383	DDX19A	16	ENSMUSG00000015023	8	111701628	111724432	Ddx19a
ENSG00000223510	14235673	14236862	CDRT15	17					
ENSG00000297251	57438173	57439481		18					
ENSG00000182578	150053291	150113372	CSF1R	5	ENSMUSG00000024621	18	61233670	61265221	Csf1r
ENSG00000297269	50967044	50967954		18					
ENSG00000297276	2350448	2378591		18					
ENSG00000188674	208165343	208190030	C2orf80	2	ENSMUSG00000044816	1	65144444	65162373	D630023F18Rik
ENSG00000274336	212998	226625	CDIP1	HSCHR16_3_CTG1					
ENSG00000006652	112422887	112481017	IFRD1	7	ENSMUSG00000001627	12	40251566	40298503	Ifrd1
ENSG00000262786	14295512	14297600		17					
ENSG00000274941	112549	130558	CNOT3	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000125430	14301081	14349404	HS3ST3B1	17	ENSMUSG00000070407	11	63776618	63813116	Hs3st3b1
ENSG00000277657	105190	120041	KIR2DS3	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000289876	56573130	56575171		18					
ENSG00000282746	7679	8606		HSCHR19_2_CTG3_1					
ENSG00000297295	2303464	2312985		18					
ENSG00000297302	78205242	78207724		18					
ENSG00000297316	1513836	1522252		18					
ENSG00000277185	90847	103162		HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000282019	8674	30733	GPI	HSCHR19_2_CTG3_1					
ENSG00000287281	75430219	75523220		18					
ENSG00000266709	14303854	14305505		17					
ENSG00000278207	73882	88381	KIR2DL1	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000266378	14327335	14329474		17					
ENSG00000197891	64590641	64602353	SLC22A12	11	ENSMUSG00000061742	19	6585875	6593062	Slc22a12
ENSG00000230897	14705076	14705534	RPS18P12	17					
ENSG00000226130	14725729	14729686		17					
ENSG00000268541	22861303	22861594	VN1R88P	19					
ENSG00000226156	14947741	14948198	RPL23AP76	17					
ENSG00000160539	131289459	131359022	PLPP7	9	ENSMUSG00000051373	2	31985540	32000832	Plpp7
ENSG00000259944	15030975	15031957	CDRT7	17					
ENSG00000238200	135751119	135752583	MGAT2P2	X					
ENSG00000287307	15062087	15104517		17					
ENSG00000269096	135759846	135768191	CT45A3	X	ENSMUSG00000064016	X	55589234	55594966	Ct45a
ENSG00000297381	12234844	12254837		18					
ENSG00000165449	59650764	59736002	SLC16A9	10	ENSMUSG00000037762	10	70080930	70121798	Slc16a9
ENSG00000285095	32470210	32745567		18					
ENSG00000129467	24318349	24335093	ADCY4	14	ENSMUSG00000022220	14	56006514	56021552	Adcy4
ENSG00000161542	76309478	76384521	PRPSAP1	17	ENSMUSG00000015869	11	116361671	116385461	Prpsap1
ENSG00000285287	131370933	131372514		9					
ENSG00000235119	114396724	114398503		9					
ENSG00000287994	32554025	32566643		18					
ENSG00000297529	831813	832683		18					
ENSG00000278289	135794685	135802787	CT45A6	X	ENSMUSG00000064016	X	55589234	55594966	Ct45a
ENSG00000271214	114491564	114491741		9					
ENSG00000297542	66220116	66258418		18					
ENSG00000160469	55282072	55312562	BRSK1	19	ENSMUSG00000035390	7	4693603	4718996	Brsk1
ENSG00000297563	66242171	66255044		18					
ENSG00000235797	114572901	114573371		9					
ENSG00000297608	10234791	10247626		18					
ENSG00000157693	114611206	114646422	TMEM268	9	ENSMUSG00000045917	4	63477018	63504594	Tmem268
ENSG00000297624	10239294	10240487		18					
ENSG00000265142	21825487	21831539	MIR133A1HG	18					
ENSG00000184571	24719034	24774720	PIWIL3	22					
ENSG00000256149	118849354	118908930		12					
ENSG00000297707	27744280	27838229		18					
ENSG00000257157	97679879	97680047		12					
ENSG00000275422	67890	71783		HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000227379	25368275	25368766	PPIAP2	20					
ENSG00000286426	27743255	27805096		18					
ENSG00000275848	43688	54583	KIR2DL4	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000065809	14518557	14774897	FAM107B	10	ENSMUSG00000026655	2	3571525	3783179	Fam107b
ENSG00000101440	34194569	34269344	ASIP	20	ENSMUSG00000027596	2	154633322	154892932	a
ENSG00000271449	135811668	135820012	CT45A2	X	ENSMUSG00000064016	X	55589234	55594966	Ct45a
ENSG00000120800	101280105	101386618	UTP20	12	ENSMUSG00000004356	10	88582469	88662666	Utp20
ENSG00000297742	43896071	44126160		18					
ENSG00000297765	43810687	43933384		18					
ENSG00000286776	115079354	115099092		2					
ENSG00000286844	40245871	40269299		18					
ENSG00000214185	34213495	34215892	XPOTP1	20					
ENSG00000250917	34234840	34281173		20					
ENSG00000278085	135846497	135854538	CT45A8	X	ENSMUSG00000064016	X	55589234	55594966	Ct45a
ENSG00000201749	114615455	114615568	Y_RNA	9					
ENSG00000236456	34245953	34246537	DENRP1	20					
ENSG00000230054	114656304	114662374	TEX53	9					
ENSG00000101444	34280268	34311802	AHCY	20	ENSMUSG00000048087	16	45973348	45975440	Ahcyl
ENSG00000101444	34280268	34311802	AHCY	20	ENSMUSG00000027597	2	154901230	154916417	Ahcy
ENSG00000116120	222566899	222656092	FARSB	2	ENSMUSG00000026245	1	78394612	78465534	Farsb
ENSG00000276628	130494	134559	LENG1	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000230601	114666434	114682192	TEX48	9	ENSMUSG00000058935	4	63525326	63540665	Tex48
ENSG00000297782	43884131	43889322		18					
ENSG00000297841	9433593	9434544		18					
ENSG00000297856	77822732	77858573		18					
ENSG00000265554	10078213	10144557		18					
ENSG00000230284	114695922	114696315		9					
ENSG00000274919	114774737	114775120		9					
ENSG00000181634	114784652	114806039	TNFSF15	9	ENSMUSG00000050395	4	63642840	63663350	Tnfsf15
ENSG00000276766	77273	81393	NDUFA3	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000297926	7238267	7243939		18					
ENSG00000118491	143864436	143938343	ZC2HC1B	6	ENSMUSG00000019815	10	13025284	13053767	Zc2hc1b
ENSG00000297938	48411202	48539013		18					
ENSG00000136888	114587706	114598915	ATP6V1G1	9	ENSMUSG00000039105	4	63463009	63468987	Atp6v1g1
ENSG00000297957	48445703	48446975		18					
ENSG00000297987	4455533	4509517		18					
ENSG00000273506	886126	893065		HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000298009	4459021	4485736		18					
ENSG00000298033	4486696	4499152		18					
ENSG00000298121	75765847	75770954		18					
ENSG00000263551	976387	1310018		18					
ENSG00000270917	120812475	120812845		9					
ENSG00000270946	135863418	135871812	CT45A9	X	ENSMUSG00000064016	X	55589234	55594966	Ct45a
ENSG00000279577	178385	178549		HSCHR19_3_CTG2					
ENSG00000095261	120815496	120842951	PSMD5	9	ENSMUSG00000026869	2	34739746	34764980	Psmd5
ENSG00000275641	169893	170943	PCGF7P	HSCHR19_3_CTG2					
ENSG00000279552	14112	14259	ZNF729	HSCHR19_3_CTG2					
ENSG00000128253	32190435	32205073	RFPL2	22					
ENSG00000276219	93188	129783	ZNF676	HSCHR19_3_CTG2					
ENSG00000207633	139924148	139924231	MIR505	X	ENSMUSG00000070081	X	59439649	59439738	Mir505
ENSG00000203933	139955728	139965521	CXorf66	X	ENSMUSG00000079583	X	59481241	59502437	Gm7073
ENSG00000279902	55320	57413		HSCHR19_3_CTG2					
ENSG00000214653	140032344	140033480	HNRNPA3P3	X					
ENSG00000274875	178551	180126	ZNF92P2	HSCHR19_3_CTG2					
ENSG00000241248	140085855	140086150	RN7SL727P	X					
ENSG00000212663	13980066	13988820		X					
ENSG00000279731	39332	40974		HSCHR19_3_CTG2					
ENSG00000279661	167757	168342	MTDHP5	HSCHR19_3_CTG2					
ENSG00000280210	133683	134108	VN1R85P	HSCHR19_3_CTG2					
ENSG00000208013	110055329	110055426	MIR652	X	ENSMUSG00000076011	X	141521996	141522093	Mir652
ENSG00000265584	110082118	110082218	MIR3978	X					
ENSG00000279984	799	1690	BNIP3P31	HSCHR19_3_CTG2					
ENSG00000272945	34281632	34286466		20					
ENSG00000208883	110224985	110225063	SNORD96B	X					
ENSG00000224142	110305420	110307221	AMMECR1-IT1	X					
ENSG00000234087	34347671	34347785		20					
ENSG00000201498	34384165	34384265	Y_RNA	20					
ENSG00000279350	104879	105754	BNIP3P30	HSCHR19_3_CTG2					
ENSG00000287685	110472692	110524320		X					
ENSG00000234933	34402149	34402696	CDC42P1	20					
ENSG00000236388	34441592	34442025	ITCH-AS1	20					
ENSG00000279601	119693568	119696059		X					
ENSG00000231795	34450930	34454552	ITCH-IT1	20					
ENSG00000163293	47914142	48040173	NIPAL1	4	ENSMUSG00000067219	5	72805138	72828421	Nipal1
ENSG00000207997	34466325	34466418	MIR644A	20					
ENSG00000187808	119758588	119760202	SOWAHD	X	ENSMUSG00000044400	X	36312498	36314071	Sowahd
ENSG00000181741	34475924	34476474	FDX1P1	20					
ENSG00000277558	34476205	34476787		20					
ENSG00000206582	34526510	34526606	Y_RNA	20					
ENSG00000213148	173431349	173431812	JPT1P1	2					
ENSG00000101460	34546854	34560345	MAP1LC3A	20	ENSMUSG00000027602	2	155118217	155119993	Map1lc3a
ENSG00000198918	119786504	119791630	RPL39	X					
ENSG00000267586	42159087	42734297	LINC00907	18					
ENSG00000150540	137964020	138016364	HNMT	2	ENSMUSG00000026986	2	23892922	23939406	Hnmt
ENSG00000099957	21009808	21028013	P2RX6	22	ENSMUSG00000022758	16	17379749	17395664	P2rx6
ENSG00000274920	27422	41730	KIR3DL1	HSCHR19KIR_G248_BA2_HAP_CTG3_1					
ENSG00000055211	149566294	149591748	GINM1	6	ENSMUSG00000040006	10	7643711	7668588	Ginm1
ENSG00000274905	135016	148058		HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000206622	119787353	119787484	SNORA69	X	ENSMUSG00000065642	X	36346565	36346695	Snora69
ENSG00000125352	119870475	119871733	RNF113A	X	ENSMUSG00000036537	X	36454898	36456120	Rnf113a1
ENSG00000125352	119870475	119871733	RNF113A	X	ENSMUSG00000098134	12	84463970	84465352	Rnf113a2
ENSG00000251779	76319376	76319473	Y_RNA	17					
ENSG00000207169	76337316	76337422	RNU6-24P	17					
ENSG00000267518	76345761	76346081		17					
ENSG00000125356	119871832	119876662	NDUFA1	X	ENSMUSG00000016427	X	36451241	36454816	Ndufa1
ENSG00000203727	147508690	147737547	SAMD5	6	ENSMUSG00000060487	10	9400709	9550952	Samd5
ENSG00000237927	159586955	159589169		6					
ENSG00000176170	76376584	76387860	SPHK1	17	ENSMUSG00000061878	11	116421751	116427501	Sphk1
ENSG00000266896	169770413	169772042		6					
ENSG00000119403	120855651	120894896	PHF19	9	ENSMUSG00000026873	2	34783769	34804038	Phf19
ENSG00000214485	150094302	150095048	RPL7P1	5					
ENSG00000008018	170535120	170553307	PSMB1	6	ENSMUSG00000014769	17	15695283	15720013	Psmb1
ENSG00000199409	150098406	150098506	Y_RNA	5					
ENSG00000186471	119895837	119920716	AKAP14	X	ENSMUSG00000036551	X	36414351	36432495	Akap14
ENSG00000200269	48106081	48106188	RNU6-838P	4	ENSMUSG00000088622	9	20389161	20389274	Gm23316
ENSG00000276341	1024310	1043203	RDH13	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000283499	48109353	48109410	U6	4	ENSMUSG00000065869	11	22818901	22819004	Gm24917
ENSG00000113721	150113839	150155872	PDGFRB	5	ENSMUSG00000024620	18	61178222	61218133	Pdgfrb
ENSG00000202014	48153434	48153535	Y_RNA	4					
ENSG00000260120	52680609	52692999		4					
ENSG00000244429	166293756	166294353	SSBL6P	3					
ENSG00000139292	71439798	71586310	LGR5	12	ENSMUSG00000020140	10	115286216	115423685	Lgr5
ENSG00000264585	52712682	52712747	MIR4449	4					
ENSG00000286161	52712713	52722377		4					
ENSG00000212588	52713249	52713370	SNORA26	4	ENSMUSG00000077505	12	59180858	59180979	Gm24233
ENSG00000212588	52713249	52713370	SNORA26	4	ENSMUSG00000077274	1	86015023	86015144	Gm22786
ENSG00000212588	52713249	52713370	SNORA26	4	ENSMUSG00000077497	14	57570823	57570942	Gm23593
ENSG00000248375	52720081	52720831		4					
ENSG00000226887	52722618	52751586	ERVMER34-1	4					
ENSG00000282725	56867	128028	CORO7	HSCHR16_3_CTG1					
ENSG00000237410	64646399	64659681	NRXN2-AS1	11					
ENSG00000114200	165772904	165837462	BCHE	3	ENSMUSG00000027792	3	73543141	73615748	Bche
ENSG00000101464	34560542	34698790	PIGU	20	ENSMUSG00000038383	2	155120163	155199350	Pigu
ENSG00000274078	165233	169508	TSEN34	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000212490	52748137	52748259		4	ENSMUSG00000077505	12	59180858	59180979	Gm24233
ENSG00000212490	52748137	52748259		4	ENSMUSG00000077274	1	86015023	86015144	Gm22786
ENSG00000212490	52748137	52748259		4	ENSMUSG00000077497	14	57570823	57570942	Gm23593
ENSG00000199901	52786537	52786638	Y_RNA	4					
ENSG00000285710	70349085	70372166		16					
ENSG00000128045	52862317	52866835	RASL11B	4	ENSMUSG00000049907	5	74355947	74360142	Rasl11b
ENSG00000157350	70375977	70439237	ST3GAL2	16	ENSMUSG00000031749	8	111646554	111699112	St3gal2
ENSG00000146411	133987581	134052624	SLC2A12	6	ENSMUSG00000037490	10	22520910	22580184	Slc2a12
ENSG00000282735	708	4780	GARRE1	HSCHR19_2_CTG3_1					
ENSG00000252266	5426885	5426984	Y_RNA	4					
ENSG00000201496	5458581	5458881	RN7SKP275	4					
ENSG00000237868	122077840	122078318		4					
ENSG00000231316	154605616	154605954	RPL31P29	6					
ENSG00000241037	122087508	122087811	RN7SL335P	4					
ENSG00000227149	140216997	140217239	MTCO1P44	2					
ENSG00000235998	132559024	132559265	TAAR7P	6					
ENSG00000233741	119993199	119993611	RPL27P7	2					
ENSG00000277359	175840	182627	RPS9	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000111981	149963943	149973715	ULBP1	6	ENSMUSG00000079685	10	7390362	7423638	Ulbp1
ENSG00000164113	122378966	122429802	ADAD1	4	ENSMUSG00000027719	3	37117676	37176079	Adad1
ENSG00000101882	119920672	119943751	NKAP	X	ENSMUSG00000016409	X	36390448	36414399	Nkap
ENSG00000231034	34688688	34688978		20					
ENSG00000198612	237085882	237100474	COPS8	2	ENSMUSG00000034432	1	90530703	90541063	Cops8
ENSG00000289720	34363271	34540923		20					
ENSG00000112320	107490106	107661306	SOBP	6	ENSMUSG00000038248	10	42878496	43050526	Sobp
ENSG00000239408	149464839	149465201		3					
ENSG00000068831	64726911	64745456	RASGRP2	11	ENSMUSG00000032946	19	6449370	6465246	Rasgrp2
ENSG00000242456	166161203	166161968	MTCO3P38	3					
ENSG00000125971	34516395	34540958	DYNLRB1	20	ENSMUSG00000047459	2	155078453	155092197	Dynlrb1
ENSG00000278519	148221	164847	MBOAT7	HSCHR19LRC_LRC_I_CTG3_1					
ENSG00000181016	112480853	112491062	LSMEM1	7	ENSMUSG00000071342	12	40225492	40249489	Lsmem1
ENSG00000114790	154121003	154257827	ARHGEF26	3	ENSMUSG00000036885	3	62245765	62369642	Arhgef26
ENSG00000281021	149576089	149590864		6					
ENSG00000286976	42645391	42741830		18					
ENSG00000270890	143858062	143858689		6					
ENSG00000078747	34363235	34511773	ITCH	20	ENSMUSG00000027598	2	154975429	155068775	Itch
ENSG00000132204	1254383	1408344	LINC00470	18					
ENSG00000184465	169457212	169702067	WDR27	6	ENSMUSG00000046991	17	15038781	15163420	Wdr27
ENSG00000260111	70379457	70399502		16					
